key,name,lat,lon,huc,state,year,on_site_release_lb,zone_class,mask_2008_point,p_max,p_mean,n_buffer_cells,d1_eligible,d2,d1_t_0p50,d1_t_0p75,d1_t_0p90
110000397151,SCHLAGE LOCK CO LLC,39.806911,-86.018133,05120201,IN,2023,71.03,unshaded_x,1,0.1410856395959854,0.027891330420970917,81,True,False,False,False,False
110000397160,UNIVAR USA INC. - INDIANAPOLIS,39.811012,-86.037441,05120201,IN,2023,3.0417,sfha,1,0.21997517347335815,0.07320652157068253,81,False,False,False,False,False
110071356663,ADVANCED AQUATICS LLC DBA MAHI INTERNATIONAL,39.789957,-86.304709,05120201,IN,2023,0.0,unshaded_x,1,0.22472445666790009,0.04507361724972725,81,True,False,False,False,False
110071731485,LENEX STEEL CO,39.809752,-86.018213,05120201,IN,2023,37.36,unshaded_x,1,0.147038072347641,0.05360690876841545,81,True,False,False,False,False
110058774937,IMAGINEERING ENTERPRISES LLC,39.807199,-86.083299,05120201,IN,2023,89.4,unmapped,1,0.2591307461261749,0.11361667513847351,81,False,False,False,False,False
110001234940,MILESTONE CONTRACTORS L.P.,39.70674,-86.187135,05120201,IN,2023,0.8,floodway,1,0.3453815281391144,0.15004485845565796,81,False,False,False,False,False
110070813971,SCHLAGE LOCK CO LLC,39.81131,-86.018635,05120201,IN,2023,1.1400000000000001,unshaded_x,1,0.1312084197998047,0.024171659722924232,80,True,False,False,False,False
110000397179,LORD CORP,39.875877,-86.084589,05120201,IN,2023,0.12,unshaded_x,1,0.3103716969490051,0.09952519088983536,81,True,False,False,False,False
110000397197,INGREDION INC INDIANAPOLIS PLANT,39.746251,-86.176222,05120201,IN,2023,19247.370000000003,unshaded_x,1,0.7358691692352295,0.2502281069755554,81,True,False,True,False,False
110000493644,HERITAGE-CRYSTAL CLEAN LLC - RE-REFINERY,39.780395,-86.227694,05120201,IN,2023,60.0,unshaded_x,1,0.3046077489852905,0.0459449477493763,81,True,False,False,False,False
110000397268,AEROFAB,39.739487,-86.147502,05120201,IN,2023,0.0,shaded_x,1,0.7735424041748047,0.08498433232307434,81,False,False,False,False,False
